umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
BATIK KUJUR,Mikro,9250020,517279919,57850
Bims cookies,Mikro,0,5200000,0
Mak Fau Food,Mikro,0,890000,0
Brahma Grup,Mikro,0,121449000,0
RISIRIS ,Mikro,0,405000,0
Keizhijab ,Mikro,5215000,5398100,0
Kopi Sanjungan,Mikro,0,1795000,0
PEYEK MIYEK,Mikro,0,490000,0
Brounice,Mikro,0,2275500,0
Hexagon,Mikro,0,6570000,0
Otings Official Shop,Mikro,0,3476000,0
PT.SALAKU CARA ENAK MAKAN SALAK,Mikro,0,541000,0
Dapur Sawunggalih,Mikro,0,700000,0
WARUNG PAKDE BUDE,Mikro,1952851,24718733,-32157
Toko Riezky,Mikro,165055,9468400,-3520
Bebek MPR,Mikro,0,9452000,0
Komunitas Mekaar,Mikro,0,23451000,0
Rumah Rahma ,Mikro,0,12125000,0
PT. Diftria Art Crafting,Mikro,0,2265000,0
keripik asya,Mikro,457206,4708500,-11142
CV. MURNI ASIH,Mikro,813000,829100,0
Rumah BUMN humbang hasundutan,Mikro,0,14097000,0
Batik Tulis Lasem Sekar Mulyo,Mikro,0,11023000,0
Zante,Mikro,0,7100000,0
Koperasi Produsen Mitra Difabel Berdikari,Mikro,0,2035000,0
Larisgaleri,Mikro,300000,3382500,0
Ayudia Gaya,Mikro,0,6120000,0
KoneKone,Mikro,0,3606500,0
kriti by lusy rachmat,Mikro,0,10450000,0
Ratu eceng,Mikro,0,48680000,0
MADEBYDE,Mikro,0,1485000,0
Jamune ,Mikro,0,1435000,0
TOKO ALBASTOMI,Mikro,12867919,151235551,26934
Toko MuLiya (Kurir Pribadi Khusus Kota Bandung),Mikro,2343211,39240400,-23295
Maju jaya pratama,Mikro,2592892,27831900,10376
sumber rejeki attala,Mikro,313000,509900,0
Lima @ by Anita,Mikro,0,11200000,0
Juanda Jumputan,Mikro,0,7455000,0
Sutra Indah Jumputan,Mikro,0,369000,0
PT BINTANG MUDA SRIWIJAYA-MAGNA PENTA,Mikro,0,9782800,0
Saka Jaya,Mikro,0,1642000,0
KHANZA OFFICIAL,Mikro,1826637,60169055,-11391
Produk UMKM Kota Pekalongan,Mikro,0,318000,0
LIB Collection,Mikro,0,800000,0
Batik cempaka,Mikro,0,900000,0
Raka Catering ,Mikro,160000,8374000,0
Ratnamoy,Mikro,0,4817000,0
Inalu,Mikro,0,2215000,0
Batik Tulis Bakaran Bu Sri P.Sarni,Mikro,0,650000,0
IKIDS_ID,Mikro,0,3669000,0
Jilolu,Mikro,0,3540000,0
Denisya kichen,Mikro,0,4172000,0
Sofia Handycraft,Mikro,9208632,13313632,0
Usaha Mandiri,Mikro,4290455,128952810,20542
KOPERASI KARYAWAN PT TELEKOMUNIKASI INDONESIA,Mikro,3357079583,28172110921,16434003
CV MULTI SENTRA NUSANTARA,Mikro,2160000,3855000,0
Rumah BUMN Baturaja,Mikro,0,17773000,0
PT. Mayiora Indo Global,Mikro,11284932,92685421,9607
Hanny Lovelly Indonesia,Mikro,0,14140000,0
DOMORO BATIK,Mikro,5415000,5439000,0
SIBA Rajut,Mikro,0,5515000,0
PACIFIC COMPUTER,Mikro,0,45450000,0
Premiere Makmur Guna,Mikro,20404900,135126199,0
ATK Terampil Kapuas,Mikro,0,3000000,0
Bangka Grafiti,Mikro,0,1500000,0
Toko Dona,Mikro,0,12240000,0
Agnes Food & Snack,Mikro,0,375000,0
Batik Kampung Katak,Mikro,1250000,2151003,0
HARIES SUKSES JAYA,Mikro,7161190,49150000,32633
Ailemon,Mikro,11000,2855600,0
Aels by Inon,Mikro,446625,40836000,-431
MAGYS ,Mikro,0,158100,0
Speed_Olshop,Mikro,0,668008,0
PT Sinergi Anugerah Digital,Mikro,69622896,4363767159,419891
Eliza,Mikro,0,860000,0
KULINER UHA,Mikro,0,1382000,0
PT. Jelajah Kopi Nusantara ,Mikro,0,4590000,0
noots.,Mikro,60000,271000,0
Cosma Studio . id,Mikro,0,875000,0
Dapur Kelinci,Mikro,0,132000,0
BunQee Craft,Mikro,180000,434000,0
Berkah Antika ( Abon Bibine ),Mikro,1690000,1690000,0
MITRA PRIMA MANDIRI,Mikro,160000,189000,0
EARTHSENSIAL,Mikro,0,3177000,0
Test Nadilaa official shop,Mikro,158064,280020,0
Multipangan Sehat,Mikro,1098325,1134000,-87
DODOLANE MBAK BANUN,Mikro,0,254000,0
Penjahit Pak Amel,Mikro,0,213000,0
Viko Collection ,Mikro,0,1020000,0
Agree Mart Grocery Bandung 1,Mikro,0,268900,0
BunTik,Mikro,0,387500,0
Eden Bakery & Cake,Mikro,1570000,1660000,0
Fragrande,Mikro,1638750,328576819,8377
Indhe,Mikro,0,102000,0
Carikartun,Mikro,0,91000,0
Valkiarra,Mikro,1750000,1750000,0
UD.Bawadi Foods,Mikro,6690000,6754000,0
Sigiri,Mikro,0,384000,0
SI BINTANG BUAH,Mikro,1066982,3616100,-6725
Saung Maranggi Hj. Yayah,Mikro,0,60000,0
Yunans Almond Milk ,Mikro,4589674,5236200,-748
Lumpriing Cemilan Garing,Mikro,0,2740000,0
qaireen moez,Mikro,0,2580000,0
BLIMBINGSARI CREATIVE CRAFT BANYUWANGI,Mikro,0,599400,0
Jajanan Nusantara,Mikro,1349584,16445950,3626
UD.ARKO,Mikro,369752,370000,-32
KOPI TOLAKI,Mikro,0,1230000,0
Selera Baru,Mikro,0,1087000,0
PT Manisan Bulala Segar,Mikro,812000,812000,0
Kallama Art ,Mikro,0,5220000,0
COKLAT TO LUCKY DEELA ,Mikro,0,3305000,0
PAMOR CIPTA MANDIRI,Mikro,3871975,3874000,-258
Kusumaku Fashion Gallery,Mikro,0,5296000,0
Lurik Akik,Mikro,10550000,24764000,0
eitrfragrance_jakarta,Mikro,18000000,18009000,0
En En Kitchen,Mikro,0,12250000,0
PT NAYANTAKA BANGUN BANGSA,Mikro,0,23026000,0
Yogus batik,Mikro,1250000,1250000,0
Batik Papua Nusantara,Mikro,2180000,2985000,0
Rumah BUMN Palu,Mikro,90000,3357500,0
Allana Indonesia,Mikro,143912,210865000,-667
Ananda Cookies,Mikro,0,4070000,0
Peyek Mba Yul,Mikro,0,645000,0
Chuby chuby,Mikro,0,1085000,0
Dapur Mama Rose,Mikro,0,439000,0
Ubad Official,Mikro,0,4751000,0
Sebage Hellau Gallery,Mikro,0,1700000,0
KOBU homemade food,Mikro,0,440000,0
Manisan Buah Basmol,Mikro,0,670000,0
OLAHAN SYANANI,Mikro,0,96000,0
SiBejo,Mikro,0,32000,0
Warunk Bandung,Mikro,407655,12993804,-1502
CeuCeu Kriuk,Mikro,0,251000,0
Massif Gifting Studio,Mikro,0,697475,0
BATIK GENTHONG,Mikro,0,115100,0
CV.MULTI USAHA,Mikro,112124,3774664,-956
SARUNG SRAWUNG,Mikro,0,2264000,0
RENGGINANG KIDAL,Mikro,80000,603500,0
HSR Rembang,Mikro,0,5298200,0
KING YUM DIMSUM,Mikro,0,299000,0
Sembako Siti,Mikro,0,10977916,0
CV. Mitra Marp Mandiri,Mikro,127554838,1342527043,740694
Toko Berkah Berjaya,Mikro,1061270,5596000,794
putra jaya,Mikro,163761,1341600,-5439
SEKAWAN GROUP,Mikro,3605508,24374400,-69845
Kampoeng_an,Mikro,0,325000,0
Pondok Kreatif Anita,Mikro,0,101000,0
Kopi Kuda Lampung,Mikro,196000,196000,0
barokah,Mikro,404887,405000,-14
UMKM Panggungharjo,Mikro,0,2555000,0
Serendipity Delight,Mikro,0,2615000,0
Javainblue Kitchen,Mikro,0,140000,0
Lapak 5758,Mikro,443757,5000600,-2720
Dannes Teakwood,Mikro,0,7370000,0
Sinar Jaya Safety,Mikro,4292562,408360400,17968
Orinesia,Mikro,0,2799000,0
MEST INDONESIA,Mikro,0,4506000,0
YL. Handicrafts,Mikro,820000,820000,0
Aanana Chipz,Mikro,0,153500,0
Pt. Dapur Minang Jakarta,Mikro,0,169000,0
Saturn Djournal,Mikro,0,13209450,0
Paduzzee,Mikro,0,1800000,0
Inanid Cookies ,Mikro,0,670000,0
Tapis Jejama Lampung,Mikro,0,6110000,0
Fiddini Jilbab ,Mikro,4360000,4360000,0
Karya jaya,Mikro,75000,75000,0
Ba You,Mikro,39800,580800,0
DIMSUM MAMA YI,Mikro,0,328000,0
UPPKA Bunga Nosarara,Mikro,235000,235000,0
Sekotak dari dapur bu sahran,Mikro,198000,1484000,0
UPPKab Nenas,Mikro,100000,100000,0
BUMBUNG KAWUNG,Mikro,0,822000,0
Rumah BUMN Bengkulu,Mikro,0,41000,0
Kriya Nusantara Group,Mikro,0,244538931,0
Kreasi arabian,Mikro,0,34000,0
Clarisa,Mikro,0,292000,0
DODOL FADILLAH,Mikro,0,75000,0
CLICK GAYA,Mikro,9050000,9050000,0
Unggas Tadulako,Mikro,0,642000,0
Kairos Bangun Humbang ,Mikro,0,2730000,0
PT YASMIN BUTIK BATIK,Mikro,350000,375000,0
REVEN KREATIF INDUSTRI,Mikro,280000,627000,0
BAKSO KEJU GREEN VILLE,Mikro,35000,49000,0
Dapoerraden,Mikro,150000,405000,0
wisticy,Mikro,139000,1159900,0
Lucudipandang,Mikro,0,4595000,0
Encing koemis,Mikro,65000,79000,0
Agree Mart Grocery Jakarta 1,Mikro,0,380925,0
Agree mart Freshfood Jakarta 1,Mikro,0,886200,0
Rumah Jahit Nenglis,Mikro,1955000,1955000,0
Serfresh Citra Sylembang,Mikro,838500,3633000,-3026
Rati Snack Salsabilla ,Mikro,2426590,2473000,-1538
Jajan.Myeon,Mikro,84000,84000,0
Kopi Legendaris,Mikro,340000,415500,0
Sriti Gamplong,Mikro,2515000,2515000,0
Na2 collection,Mikro,0,3510000,0
Geet Maxx Com,Mikro,70203594,1098491271,420092
Koperasi Swadharma Bandung,Mikro,0,103500,0
AGUSFA BERKAH MANDIRI,Mikro,0,8497000,0
phia DEVA,Mikro,735000,750100,0
CANCIMEN FOOD - PT MIUN SINERGI NUSANTARA,Mikro,1282500,1282500,0
Toko Aisyah,Mikro,12895480,20780000,59966
Toko Al Najah,Mikro,516508,59252000,-8139
Bandrek Al Kautsar,Mikro,0,58000,0
NUGRA PRATAMA,Mikro,7045889,93473734,35171
"Toko ""Usaha Putra""",Mikro,45000,55855300,0
Weebee,Mikro,62000,2736900,0
Toko Ardiya,Mikro,340000,1580000,0
HERVINA,Mikro,0,305000,0
Toserba Lima Saudara,Mikro,478384,47594000,-13415
Kripik Taleh Malika,Mikro,223312,3351300,-1595
Usaha Kue Kering Jihan - Pinkan,Mikro,223311,489000,-6127
Toko Azzam,Mikro,327002,1997805,0
ANNISA MART,Mikro,2905194,11427900,-49230
Luwaris Manis Mart,Mikro,312680,1575000,-1969
LUGUSRANU,Mikro,396247,3567000,-6270
SISKA MEGAWATI,Mikro,0,139000,0
pondok brownies aisyah,Mikro,0,122000,0
Kopi Jago Baturaja,Mikro,159550,3508000,-1780
Haimyfat,Mikro,15000,2411000,0
Umk kawah dempo,Mikro,240000,4972000,0
Aull Kitchen,Mikro,822528,9812700,-7145
Sahina,Mikro,0,143000,0
AYO BERTANI,Mikro,0,98000,0
Pasaribushop,Mikro,201132,1604700,-73
MBRT Multi Solution,Mikro,4402314,22361750,-57503
NandaOlshop,Mikro,575217,2811600,-1295
Dapur 3EL,Mikro,0,39000,0
NFH Store,Mikro,942335,7324168,-25483
Mr Twins,Mikro,2533099,15260080,-30589
Usaha Mikro Toko Putra Jaya,Mikro,2393574,13895656,-47843
DREW COFFEE,Mikro,317600,2416000,-3861
SIGER MARKET CENTER,Mikro,149550,1460800,-1780
Toko Pananjung,Mikro,11462486,69939600,-151916
Burahay store,Mikro,1103702,10313700,-13010
SAMPEURIN,Mikro,1309282,22225600,-15859
Laleite Coffee,Mikro,68482,2708700,-1719
Warung Rara,Mikro,105095,3306500,-1820
Mirasa banten,Mikro,1344456,8741000,-21114
Selera Rasa,Mikro,2884102,3154500,-28014
Koperasi Kanwil BRI Padang,Mikro,13696870,50274300,37818
UD Murdani Mandiri,Mikro,674585,7562300,-3432
Ahmad Yani,Mikro,50000,287500,0
Hataraya Food Malang,Mikro,193580,2945100,-3442
Kriuk Kentang Kakak,Mikro,0,670500,0
ADZKIYA KITCHEN,Mikro,0,77000,0
Fancy U,Mikro,0,72000,0
Weinz Cookery,Mikro,0,1138000,0
Ar-Rassa,Mikro,50000,230000,0
Samosa abon ikan dan samosa frozen,Mikro,0,172800,0
PAPUDING,Mikro,0,185000,0
Kentang bu piah,Mikro,0,71000,0
Cv.warga jaya,Mikro,18939276,103876304,90854
PT. Tlieta Jaya Abadi,Mikro,0,14571200,0
Rasanova,Mikro,318612,2609000,-1517
pempek koki,Mikro,0,497000,0
SHOFI SHOP,Mikro,1386622,12830200,-3580
Fausta Store,Mikro,1626779,9483200,-51841
Teras UMK Stasiun Bandung,Mikro,247860,5987500,-3346
warung barokah shoptell,Mikro,0,415000,0
Tokone Inyong,Mikro,1291659,8811100,-31698
Cemal Cemilku,Mikro,0,587000,0
Namecca,Mikro,0,81000,0
MEGA MAKMUR CELEBES,Mikro,0,3532000,0
Toko Kopi WKG,Mikro,80392,3264500,-1639
ArtoMoro,Mikro,100000,500000,0
Cempor Official Store,Mikro,104212,209500,-100
ANUGERAH GROSIR,Mikro,661128,6717799,-11371
JAYA WIJAYA GROSIR,Mikro,1068748,5745000,-11649
Wafood,Mikro,0,577000,0
Littlekaaya,Mikro,0,5470000,0
Pawonkoe,Mikro,311850,1796500,-7254
Nafaqi Shop,Mikro,1187158,8624500,-36629
Eponk_snack,Mikro,195762,3284000,-4894
YEAR SHOP,Mikro,197054,2282000,-1911
Ummben Indonesia,Mikro,0,806300,0
Rumah Kreasi ,Mikro,926846,5101000,-21269
KOPERASI PPRAS KPH GUNDIH,Mikro,100987543,447733523,647861
Tiga Saudara,Mikro,9171520,51016100,59841
UD. KUNYAHAN MEDAN INDONESIA,Mikro,0,957000,0
TOKO SRI REVA,Mikro,223312,2370200,-2859
Toko Ergulo,Mikro,0,5893700,0
PT.Sinar Bersih Sukses Jaya,Mikro,3324102,68435500,6161
PT BERKAH LAUTAN BERLIAN,Mikro,70766450,256626783,390161
Abu Hanif UMKM,Mikro,204100,3497700,-5195
ZhafNco,Mikro,270000,3084000,0
ANEKA JAYA,Mikro,566312,7096450,-3469
DCrispy Baturaja,Mikro,75000,414500,0
Bintang Heler,Mikro,0,63000,0
Kopi NQr,Mikro,2340784,15275784,12953
Garakin,Mikro,527144,4133500,-3600
JStore,Mikro,308247,1783950,-3757
Meraje coffe,Mikro,0,69000,0
Toko Kukung,Mikro,0,695000,0
Yeni triana,Mikro,0,861000,0
GATIGA SNACK,Mikro,0,542000,0
CV. Pratama Arta Lestari,Mikro,177000,5471000,0
ROWTEA,Mikro,4905588,48149509,-102759
Miroso Kradenan,Mikro,96514,4019650,-2461
Toko raja,Mikro,220386,3733900,-5446
Yuk Jajan,Mikro,134137,879000,-3593
Toko Raska NRM Bandung,Mikro,1656825,10733463,-17323
Ngupi ku-day,Mikro,99625,1409000,-3482
Eilshan Shop,Mikro,411968,1136436,0
JS Store,Mikro,447000,3167500,-3326
omah camilan HATIGA,Mikro,1055722,8508500,-20556
Another Teddys Project (ATP),Mikro,0,5762020,0
Amood Healthy Foods,Mikro,124700,916000,-1913
Syafana Snack,Mikro,0,400000,0
RIRAM CATERING,Mikro,0,73000,0
SUDARMAJI,Mikro,529803,4428300,-13319
BIRU STORE,Mikro,154400,939000,-1101
Sikopikopi,Mikro,0,2408000,0
NUAAZ,Mikro,0,1236000,0
ALEFA STORE,Mikro,331077,1390500,-3540
BUMM AN-NUR,Mikro,434790,2616000,676
Toko salsya ,Mikro,0,892000,0
Kopi Sore - Teluk 67,Mikro,121085,657000,-3546
indoribbon,Mikro,848587,22328350,1347
Toko Permata,Mikro,0,67000,0
kopi kioyo,Mikro,49625,580000,-3482
Sinar Lingga,Mikro,2444527,16855250,8810
KEREN Collection,Mikro,0,448000,0
Rumah Kue Enak Rasa,Mikro,0,165000,0
PEMUDA PEMBURU CUAN,Mikro,0,88000,0
Babe Ma One,Mikro,91655,1193000,-1873
ALBALAD STORE,Mikro,0,1124800,0
Mutiara Bambu Nusantara,Mikro,0,112000,0
Madu Mahkota Raja,Mikro,0,224000,0
Jomantara Gema Indonesia,Mikro,122818,232579490,-1436
QINAREJA PATRA JAYA,Mikro,126787,81747188,-1957
Do Djan,Mikro,0,132000,0
TOKAI KEDIRI,Mikro,1248666,6283827,-14770
CV MAKMUR DAFA MANDIRI,Mikro,26792737,917682700,138585
Dua Putri Jaya Makmur,Mikro,158375,1814794,-1357
PT. RAFEL KARYA MANDIRI,Mikro,110250,33912407,-3694
YORIS VIOCHE,Mikro,0,70000,0
Ghalkoff,Mikro,0,233000,0
Warung.naee,Mikro,0,133000,0
CV CINTER JAYA,Mikro,29579800,67543744,198060
Maya Sulci,Mikro,40000,131000,0
Delima 36,Mikro,0,68000,0
AFIFAH,Mikro,0,126000,0
KOPKAR PATRA II JAMBI,Mikro,213682700,830849390,1430570
Dhianissa_handicraft,Mikro,0,3615000,0
Dalfiah Store,Mikro,2721762,5239000,-5257
LESTARI,Mikro,651450,718500,-3426
PT.CAHAYA CEMERLANG COMPUTER,Mikro,44848360,826986300,279117
STUDIO DIANNY,Mikro,0,5125000,0
Arma Leather and Craft,Mikro,0,5240000,0
Lapan Rasa,Mikro,0,113000,0
LenteraQu ,Mikro,0,165515000,0
Bratandariku,Mikro,0,750000,0
OPI CEMILAN,Mikro,0,100000,0
Route Indonesia,Mikro,0,970000,0
romolo shop,Mikro,0,552500,0
FARIS,Mikro,0,692362,0
Habar Jumputan,Mikro,0,1250000,0
Mente,Mikro,0,1750000,0
Kalangan_87 (KALJO) ,Mikro,0,34000,0
Amora Food,Mikro,91310,895000,-1566
CV MAHARANI MITRA UTAMA,Mikro,0,210117000,0
ALYRA BDG ,Mikro,0,70395000,0
GLOBAL MANUNGGAL TEKNIK,Mikro,25130100,431938500,160291
Niharchaniago,Mikro,0,72000,0
Wienacraft,Mikro,0,2575000,0
Mojao.Art,Mikro,0,485000,0
Kriptasto,Mikro,0,825000,0
UD. FADLAN BROTHERS,Mikro,7443750,90819000,43521
Pempek keysha,Mikro,0,78000,0
Pempek ULY,Mikro,0,116000,0
Keripik Atik,Mikro,0,130000,0
An Collection,Mikro,0,8075000,0
POJOK UKM INALUM,Mikro,0,9527000,0
Start Up Gift,Mikro,1050317,11591000,-12946
Sinar Fajar,Mikro,0,122000,0
PRIMA ADHISARANA INDONESIA,Mikro,0,4950700,0
Toko Hanna Hanif,Mikro,0,9077000,0
Abimas Food,Mikro,0,45000,0
[Test] Cahyo Dummy Account,Mikro,0,74100,0
Shainsnack,Mikro,1964933,17286450,-43046
ANDHY YULIANDI,Mikro,52404,230800,-1828
Citra Baru,Mikro,64506280,449135960,193301
DinaBahroeny,Mikro,0,123759000,0
PRIMKOKAR PERHUTANI KPH PARENGAN,Mikro,15379137,40643518,70248
CV AZALA ZALZA PRIMA UTAMA,Mikro,0,4950000,0
DUTA SUMBERDAYA,Mikro,22179700,23587500,67107
Rahayu akarwangi,Mikro,850000,850000,0
VIRGIL COFFEE,Mikro,0,691000,0
Gegeel Craft Semarang ,Mikro,0,1350000,0
Koperasi Konsumen Independen Yakes Telkom,Mikro,0,139502997,0
CV TENE,Mikro,15560650,523112000,57265
Toko Asco,Mikro,11041567,43278000,44054
PT. Aditya Pratama Perkasa,Mikro,35805812,395132416,199810
BUTTA RATEA MANDIRI,Mikro,44412745,294777748,259547
WTS Coffe,Mikro,0,79000,0
Diana Jaya,Mikro,0,66000,0
Anak Lanang,Mikro,267477,1689800,-8557
Koperasi Samudera,Mikro,0,3083500,0
PT NAVINDO MARITIM INDONESIA,Mikro,55699400,547710970,305895
LINDA INDRIYANI,Mikro,4774912,32848000,20667
FICOM ABADI SEJAHTERA,Mikro,186107200,1015576293,805094
Karya Manunggal,Mikro,0,2170000,0
Vandeesa,Mikro,0,1884500,0
SANTOON INDONESIA,Mikro,0,2704000,0
Bedhag Kopi,Mikro,150000,383000,0
Onthok Yuyu,Mikro,0,91500,0
JADIKA VISI MULIA,Mikro,619319,5688000,-1285
DLollypop My Craft,Mikro,17368,53000,-1518
ALSAFOOD,Mikro,0,168000,0
BERKAH KERUPUK,Mikro,0,107000,0
Sari cake,Mikro,0,98000,0
Enthree,Mikro,0,304000,0
Hanania Store,Mikro,36560710,73058600,237569
dapur auniah,Mikro,0,91500,0
LOBABATI,Mikro,1087235,6721115,-11250
Kamel2005,Mikro,0,85620000,0
Lies Hawila,Mikro,0,27000,0
Cemilan bu mut,Mikro,0,27000,0
Edith House,Mikro,0,1709000,0
Cemilan Cemilun,Mikro,142920,301300,-1219
Cireng Isi,Mikro,0,32000,0
BATTENBERG TIGA INDONESIA,Mikro,0,610000,0
Kuliner 2 Lancar,Mikro,0,198000,0
Qia Mart,Mikro,3374500,10009100,18880
Elgio Mandiri Sejahtera,Mikro,0,54950000,0
Rack Computindo,Mikro,0,838000,0
ide express,Mikro,900000,944000,0
Kerupuk telur asin romlah,Mikro,1659700,1660000,-38
Toko Aqila,Mikro,0,1220000,0
SUNDANESSE LADY,Mikro,1885820,2030000,-2020
Mutiara craft ,Mikro,0,23360000,0
Kraos,Mikro,600000,611000,0
JY Toner,Mikro,0,527000,0
NECTARS NATURA KARYA,Mikro,517000,4671000,0
PT Berkah Pengadaan Mandiri,Mikro,0,419328279,0
SINERGI BREBES INOVATIF,Mikro,0,572200,0
AZEL MART,Mikro,247483,4064100,-6725
HERBAL MILENIAL,Mikro,0,12000,0
Cv.Mandiri Jaya,Mikro,937125,24215500,3493
Toko DhiDe Jaya,Mikro,0,1764000,0
JFC & Stationery,Mikro,0,3215000,0
Toko Subur Jaya,Mikro,983481,5268000,-7826
CV.GEFAN,Mikro,163682,33912500,-1452
Toko CHAIRUL (Mitra Cipta Utama),Mikro,1212775,66355000,4973
MAJU PRATAMA BERSAMA,Mikro,0,72100,0
NIOBANA,Mikro,0,38000,0
RB Rembang Store,Mikro,0,22602000,0
UD. Angkola Kopi Sipirok,Mikro,0,2423000,0
CV TATA CREATIVE,Mikro,0,44599800,0
PT SOLUSI CITRA OPPORTUNITY -FREE ONGKIR INDONESIA,Mikro,21771437,130173680,117487
Tumbas Murah,Mikro,0,1866100,0
kopi mahkota excelsa,Mikro,0,71500,0
Tiga Saudara Food ,Mikro,0,870000,0
Triple O Scrunchies and Crafts,Mikro,0,47500,0
Pt.Hana Food Sejahtera,Mikro,95000,110000,0
Sabangsa,Mikro,0,600000,0
 Annapurna ,Mikro,0,1050000,0
Kedai Danthe,Mikro,0,178500,0
Adiwigati Indonesia art & culture,Mikro,0,2150000,0
PT Garasi Creative Indonesia,Mikro,0,380500,0
Dapur adaw,Mikro,0,83500,0
House of Adabina,Mikro,1925000,1925000,0
V-twentyfour,Mikro,0,392000,0
Mashitda,Mikro,0,271000,0
IZDIHAR COLLECTION9,Mikro,0,11999710,0
The Kilisuci,Mikro,0,880100,0
ACHMAD SUSIONO,Mikro,13480130,244100500,75399
KAY NUSA BIHAKA,Mikro,0,1705000,0
testing pos,Mikro,0,84000,0
Rathia Handmade,Mikro,0,150000,0
UD.HIKMAH,Mikro,759662,760000,-43
BEANS KITCHEN,Mikro,0,408000,0
ALDY TUNAS SEJAHTERA,Mikro,0,2029000,0
CV TRI JAYA SENTOSA,Mikro,0,117654600,0
Khiant Ok Digital Printing,Mikro,830000,1360000,0
2B Tobe,Mikro,64512,13462500,-1746
Tatufan,Mikro,0,42000,0
Sijebi Essential Oil,Mikro,0,10955000,0
akar jawi,Mikro,0,1728000,0
HISTORI USAHA KARYA,Mikro,0,34154824,0
PT EPRO MANDIRI KREASINDO,Mikro,0,120240000,0
Selera Bersama,Mikro,0,32000,0
Zahra Store,Mikro,299238,1553500,-8681
CLASSIC CITRA MANDIRI,Mikro,0,48400000,0
HnH Multi Bisnis,Mikro,550727,9811300,-9724
PT. ERA PERMATA SEJAHTERA,Mikro,330439317,5996454609,2148174
COMTech ,Mikro,0,7507000,0
BERKAH ALI,Mikro,0,5820000,0
Nabila Cell,Mikro,0,41500,0
Toko Delima,Mikro,0,171000,0
Kenzie Stationery,Mikro,0,23849300,0
bunda JOELI Cakes & Bakery,Mikro,0,171000,0
PUTRI AJENG JAYA,Mikro,661500,1399393,2370
Hirawan Project,Mikro,0,13933000,0
UD. Barokah,Mikro,0,27000,0
Entahur,Mikro,0,466100,0
CV Putra Mandiri,Mikro,44196500,259438592,276263
CV. Ridho Akbar Sejahtera,Mikro,0,668811508,0
Kukuk Krispy,Mikro,0,720000,0
DUA IKAN,Mikro,0,320000,0
Rara kue,Mikro,255000,255000,0
Devan Food,Mikro,644362,644700,-43
REAL ASTO,Mikro,0,6615000,0
Deket Peken,Mikro,0,828000,0
ARTuReady by indahveny,Mikro,0,1865000,0
DSAL,Mikro,881300,1333700,0
SHOKHA ,Mikro,1625000,1625000,0
ESAF Endang Safitri,Mikro,2070000,2070000,0
Klambikoe,Mikro,1330000,1532000,0
LaksmiCraft,Mikro,1965000,1965000,0
Distro Topeng Cirebon,Mikro,1600000,1600000,0
Kaski Atelier,Mikro,2445000,2445000,0
Iqlimas House,Mikro,0,83000,0
WIDYA MULIA KOSMETINDO,Mikro,0,763000,0
Toko Mustika,Mikro,218350,97934000,-167
PT KANCA AGUNG LAKSANA,Mikro,0,147000,0
Koura Foods,Mikro,1375000,1598000,0
Tekwan nazneen,Mikro,225000,225000,0
Idrus Abadi Jaya,Mikro,0,189000,0
Mami cake,Mikro,40000,53000,0
Basreng Az-Zahra ,Mikro,0,187000,0
kopegtel dinasti,Mikro,296796740,3150596649,1970857
MakNyuz,Mikro,0,60000,0
Family Sejahtera,Mikro,0,249000,0
Vlozer,Mikro,0,108000,0
warung janah,Mikro,0,109000,0
A3.corp,Mikro,52500,1131000,0
Hutama Jaya,Mikro,0,495000,0
Teuku Shop,Mikro,568000,665000,0
Toko Ramdays,Mikro,418825,2434900,-6926
Pempek Syamil,Mikro,95000,180000,0
KAHURIPAN CITRA INDONESIA,Mikro,0,15000,0
KULINER JAKARTA,Mikro,0,979500,0
Lesmana Bersaudara,Mikro,0,114000,0
KOPERASI RUWA JURAI KU PAGAR ALAM,Mikro,0,38836885,0
PT NISCALA KARYA MANDIRI,Mikro,0,18000,0
BANTEN SRI WIJAYA,Mikro,2553500,11268871,13280
Sueger Waras,Mikro,0,85000,0
ABBA Cokelat,Mikro,15000,121000,0
RIDOCOFFEE,Mikro,0,110000,0
Pempek Daezgar,Mikro,340677,520000,-1893
toko istana,Mikro,0,1117900,0
BE UMOAN,Mikro,0,1400000,0
Drops,Mikro,0,422000,0
Toko Hamidah,Mikro,0,177000,0
Semenjana Shop,Mikro,0,212000,0
Fortuno  Catering,Mikro,5582810,32425000,35912
Bakoelans Rafsya,Mikro,0,13320000,0
Rasyid Shop,Mikro,372187,1430000,-1776
Cipta Karya Sehati,Mikro,0,401000,0
UDY TEKNIK,Mikro,0,195000,0
Kopi Intan Lampung,Mikro,59700,343500,0
Belanja Kita,Mikro,0,1307000,0
ARBENSA,Mikro,0,216000,0
Komsnack,Mikro,0,129200,0
rumah jamur annafi,Mikro,0,46000,0
Jajanan Ani,Mikro,0,35000,0
kripca kripceu,Mikro,159247,1028497,-3148
Toko Murah Jaya,Mikro,348367,3043500,-7040
Richie Klin,Mikro,0,104500,0
Niema Bakery,Mikro,0,342000,0
KERTA Official,Mikro,0,128000,0
SIBA Jamur,Mikro,0,2870000,0
Indo Gemilang Abadi,Mikro,0,20996050,0
Pelangi29shop,Mikro,0,272000,0
Vista Abadi,Mikro,0,70000,0
TOKO MAMIRA,Mikro,0,361500,0
Kopi Hidayah,Mikro,0,130100,0
